"CODUSU","NRO_HOGAR","COMPONENTE","ANO4","TRIMESTRE","CH04","CH06","NIVEL_ED","PP07H","ESTADO","AGLOMERADO","sexo","informal","edad","educ_grupo"
"TQRMNORTVHLLKSCDEGNFJ00805261",1,2,2024,3,2,24,5,2,1,17,"Mujer",1,24,"Media"
"TQRMNOPTXHLNKMCDEHNHB00806311",1,1,2024,3,1,40,5,1,1,27,"Varón",0,40,"Media"
"TQRMNORQYHLNMLCDEIKAH00812868",1,3,2024,3,2,28,4,1,1,34,"Mujer",0,28,"Media"
"TQRMNORWPHJKKPCDEIOAH00864683",1,1,2024,3,1,42,5,1,1,38,"Varón",0,42,"Media"
"TQRMNOQRUHKOKTCDEFMDB00868413",1,1,2024,3,2,48,4,2,1,6,"Mujer",1,48,"Media"
"TQRMNORYQHJOKRCDEGNFJ00862613",1,1,2024,3,2,54,4,2,1,17,"Mujer",1,54,"Media"
"TQRMNOTPYHJMMPCDEIJAH00861822",1,2,2024,3,1,24,4,2,1,33,"Varón",1,24,"Media"
"TQRMNOQSYHKMLOCDEGKDB00870363",1,5,2024,3,1,32,3,1,1,14,"Varón",0,32,"Baja"
"TQRMNORUSHLOLTCDEFKID00803678",1,4,2024,3,1,19,2,2,1,4,"Varón",1,19,"Baja"
"TQRMNORRVHJLKOCDEGGFB00871832",1,1,2024,3,1,53,6,1,1,10,"Varón",0,53,"Alta"
"TQRMNOPSSHMOLLCDEGIBJ00852806",1,3,2024,3,1,41,3,2,1,12,"Varón",1,41,"Baja"
"TQRMNOPTXHKMLPCDEGKDB00868190",1,1,2024,3,1,52,4,1,1,14,"Varón",0,52,"Media"
"TQRMNOPTXHKNOOCDEIIAD00866903",1,1,2024,3,2,50,6,1,1,32,"Mujer",0,50,"Alta"
"TQRMNOQUPHKMLOCDEHPJB00870319",1,2,2024,3,1,31,3,2,1,29,"Varón",1,31,"Baja"
"TQRMNOPRPHLOLQCDEHNHB00806396",1,1,2024,3,1,30,6,2,1,27,"Varón",1,30,"Alta"
"TQRMNOPSTHKOLOCDEFIAH00871312",1,2,2024,3,1,27,4,2,1,2,"Varón",1,27,"Media"
"TQRMNOPTPHMOKMCDEOJAH00813431",1,1,2024,3,2,48,2,2,1,93,"Mujer",1,48,"Baja"
"TQRMNORRQHMKKQCDEFIAH00867394",1,2,2024,3,1,28,4,2,1,2,"Varón",1,28,"Media"
"TQRMNORYWHLOQRCDEIJAH00807223",1,1,2024,3,2,51,3,1,1,33,"Mujer",0,51,"Baja"
"TQRMNOQXPHJMLSCDEFLID00865981",1,3,2024,3,1,33,4,2,1,5,"Varón",1,33,"Media"
"TQRMNOPUPHJMMPCDEGJBF00862525",1,1,2024,3,1,32,6,2,1,13,"Varón",1,32,"Alta"
"TQRMNOSRPHMMLOCDEFJAH00808735",1,2,2024,3,2,30,6,2,1,3,"Mujer",1,30,"Alta"
"TQRMNOTRRHLOQUCDEIJAH00807475",1,3,2024,3,1,23,5,1,1,33,"Varón",0,23,"Media"
"TQRMNORVVHJLLRCDEIJAH00866190",1,2,2024,3,2,51,6,1,1,33,"Mujer",0,51,"Alta"
"TQRMNOPPWHJLPLCDEIJAH00867264",1,2,2024,3,1,43,4,2,1,33,"Varón",1,43,"Media"
"TQRMNOSVWHKMKOCDEHJGH00867329",1,1,2024,3,1,56,2,2,1,23,"Varón",1,56,"Baja"
"TQRMNOQTUHLMMPCDEFKID00803770",1,2,2024,3,2,40,6,1,1,4,"Mujer",0,40,"Alta"
"TQRMNOPQYHLOLMCDEFNFF00804205",1,1,2024,3,2,60,5,1,1,7,"Mujer",0,60,"Media"
"TQRMNOTUPHMMLNCDEFPCH00809531",1,1,2024,3,1,52,4,1,1,9,"Varón",0,52,"Media"
"TQRMNOVVWHKMMLCDEGGFB00869462",1,1,2024,3,1,31,5,2,1,10,"Varón",1,31,"Media"
"TQRMNOVSPHLMLPCDEOHCH00808343",1,2,2024,3,2,46,3,1,1,91,"Mujer",0,46,"Baja"
"TQRMNORWRHMLKNCDEFNFF00809304",1,2,2024,3,1,36,6,1,1,7,"Varón",0,36,"Alta"
"TQRMNOTQUHMLKQCDEGOIH00810538",1,3,2024,3,1,51,6,1,1,18,"Varón",0,51,"Alta"
"TQRMNORRUHMMKUCDEHLEH00811148",1,5,2024,3,1,48,2,1,1,25,"Varón",0,48,"Baja"
"TQRMNOQWVHKMKOCDEFLID00868770",1,1,2024,3,1,49,3,1,1,5,"Varón",0,49,"Baja"
"TQRMNORTRHJOLOCDEGNFJ00865822",1,1,2024,3,2,56,2,2,1,17,"Mujer",1,56,"Baja"
"TQRMNOPWWHLOKNCDEGKDB00805031",1,2,2024,3,1,22,4,2,1,14,"Varón",1,22,"Media"
"TQRMNOPTXHKMLPCDEGKDB00868190",1,2,2024,3,2,48,6,1,1,14,"Mujer",0,48,"Alta"
"TQRMNORVSHKMLLCDEHMHF00868416",1,1,2024,3,1,33,6,1,1,26,"Varón",0,33,"Alta"
"TQRMNOQTSHJKKSCDEHGHJ00864733",1,1,2024,3,2,57,4,1,1,20,"Mujer",0,57,"Media"
"TQRMNOQTPHKMLSCDEFKID00871400",1,2,2024,3,2,36,5,1,1,4,"Mujer",0,36,"Media"
"TQRMNOQTUHKKKOCDEIMBF00869676",1,2,2024,3,2,55,6,1,1,36,"Mujer",0,55,"Alta"
"TQRMNOSQXHKOKRCDEGOIH00869217",1,2,2024,3,2,46,4,2,1,18,"Mujer",1,46,"Media"
"TQSMNOTXYHLNKTCDEFKID00803695",1,2,2024,3,1,28,4,2,1,4,"Varón",1,28,"Media"
"TQRMNORUSHMMLPCDEHJGH00810953",1,1,2024,3,1,29,4,2,1,23,"Varón",1,29,"Media"
"TQRMNOPXYHMMLLCDEFKID00809002",1,1,2024,3,1,61,6,1,1,4,"Varón",0,61,"Alta"
"TQRMNOSRXHJMKSCDEFLID00864283",1,2,2024,3,2,40,6,1,1,5,"Mujer",0,40,"Alta"
"TQRMNOPSXHKMKMCDEHMHF00867300",1,1,2024,3,1,43,4,1,1,26,"Varón",0,43,"Media"
"TQRMNOTVUHJOOPCDEIJAH00861811",1,2,2024,3,1,34,4,2,1,33,"Varón",1,34,"Media"
"TQRMNOQURHJOMNCDEGJBF00862346",1,2,2024,3,1,41,2,1,1,13,"Varón",0,41,"Baja"
"TQRMNOSWWHMOLPCDEHIBB00810831",1,4,2024,3,1,48,6,1,1,22,"Varón",0,48,"Alta"
"TQRMNOQRUHKOKTCDEFMDB00868413",1,4,2024,3,1,20,3,1,1,6,"Varón",0,20,"Baja"
"TQRMNOSUPHLOLMCDEGIBJ00804746",1,1,2024,3,2,56,6,1,1,12,"Mujer",0,56,"Alta"
"TQRMNOQXTHKMLLCDEIGED00871156",1,2,2024,3,1,53,4,1,1,30,"Varón",0,53,"Media"
"TQRMNOPVRHKKKSCDEFMDB00868393",1,1,2024,3,2,34,6,1,1,6,"Mujer",0,34,"Alta"
"TQRMNOPQQHJMKQCDEGGFB00862630",1,5,2024,3,1,19,4,2,1,10,"Varón",1,19,"Media"
"TQRMNOQYXHJOKRCDEFLID00862230",1,2,2024,3,1,18,2,2,1,5,"Varón",1,18,"Baja"
"TQRMNOQRUHKMKNCDEFIAH00869603",1,1,2024,3,2,37,4,1,1,2,"Mujer",0,37,"Media"
"TQRMNOTTUHMLLQCDEGOIH00810540",1,3,2024,3,1,26,4,2,1,18,"Varón",1,26,"Media"
"TQRMNOQUPHLMLPCDEGOIH00805422",1,3,2024,3,2,27,4,2,1,18,"Mujer",1,27,"Media"
"TQRMNOQRQHLNKQCDEHLEH00806043",1,1,2024,3,1,37,4,1,1,25,"Varón",0,37,"Media"
"TQRMNOPXSHMMKPCDEIIAD00854885",1,3,2024,3,2,38,4,2,1,32,"Mujer",1,38,"Media"
"TQRMNOQSVHKMMOCDEFKID00870439",1,1,2024,3,1,24,3,1,1,4,"Varón",0,24,"Baja"
"TQRMNOQQTHKLLMCDEHIBB00869649",1,1,2024,3,1,60,2,1,1,22,"Varón",0,60,"Baja"
"TQRMNOQRUHKMKNCDEFIAH00869603",1,2,2024,3,2,31,4,1,1,2,"Mujer",0,31,"Media"
"TQRMNOSSYHKNQLCDEIJAH00871323",1,1,2024,3,1,34,3,1,1,33,"Varón",0,34,"Baja"
"TQRMNOQVWHKMNLCDEIIAD00868257",1,2,2024,3,2,64,6,2,1,32,"Mujer",1,64,"Alta"
"TQRMNORTVHLLKSCDEGNFJ00805261",1,1,2024,3,2,47,6,1,1,17,"Mujer",0,47,"Alta"
"TQRMNOUTXHKLLPCDEHNHB00871161",1,2,2024,3,2,33,5,1,1,27,"Mujer",0,33,"Media"
"TQRMNOQVXHMOKNCDEGIBJ00809823",1,4,2024,3,2,30,4,1,1,12,"Mujer",0,30,"Media"
"TQRMNOPRSHKMOPCDEIJAH00868076",1,1,2024,3,1,42,6,1,1,33,"Varón",0,42,"Alta"
"TQRMNOSSPHMOLSCDEFLID00809137",1,4,2024,3,2,35,3,2,1,5,"Mujer",1,35,"Baja"
"TQRMNOTSXHMMOOCDEIIAD00854855",1,1,2024,3,2,57,6,1,1,32,"Mujer",0,57,"Alta"
"TQRMNOPQVHLMLOCDEHMHF00806287",1,3,2024,3,1,23,3,2,1,26,"Varón",1,23,"Baja"
"TQRMNOSTVHKMQRCDEIJAH00871924",1,2,2024,3,1,21,3,2,1,33,"Varón",1,21,"Baja"
"TQRMNORQXHKMOTCDEIJAH00868951",1,3,2024,3,2,26,5,2,1,33,"Mujer",1,26,"Media"
"TQRMNORXYHKOKRCDEGGFB00868972",1,2,2024,3,2,54,6,1,1,10,"Mujer",0,54,"Alta"
"TQRMNORQVHLNRMCDEIJAH00807289",1,3,2024,3,2,24,4,1,1,33,"Mujer",0,24,"Media"
"TQRMNORQXHMLKNCDEFMDB00868757",1,1,2024,3,2,32,5,1,1,6,"Mujer",0,32,"Media"
"TQRMNOPQVHKMKNCDEHNHB00871143",1,1,2024,3,1,45,1,2,1,27,"Varón",1,45,"Baja"
"TQRMNORRSHMOKRCDEFNFF00809408",1,3,2024,3,1,21,2,2,1,7,"Varón",1,21,"Baja"
"TQRMNOSVXHKOKRCDEIHJF00867996",1,2,2024,3,2,39,6,1,1,31,"Mujer",0,39,"Alta"
"TQRMNORQXHKMOTCDEIJAH00868951",1,5,2024,3,1,25,3,1,1,33,"Varón",0,25,"Baja"
"TQRMNOQUUHKMLNCDEIIAD00868256",1,3,2024,3,1,24,6,1,1,32,"Varón",0,24,"Alta"
"TQRMNOSYSHLLKRCDEHJGH00806007",1,2,2024,3,1,38,5,1,1,23,"Varón",0,38,"Media"
"TQRMNORYSHKMKTCDEHNHB00872403",1,2,2024,3,1,44,3,1,1,27,"Varón",0,44,"Baja"
"TQRMNORUPHJMLLCDEGKDB00862570",1,1,2024,3,2,48,3,1,1,14,"Mujer",0,48,"Baja"
"TQRMNOPUVHKMKUCDEHNHB00868302",1,1,2024,3,1,37,4,1,1,27,"Varón",0,37,"Media"
"TQRMNOWTPHKOKNCDEGOIH00872439",1,6,2024,3,1,20,4,2,1,18,"Varón",1,20,"Media"
"TQRMNORQWHJMKNCDEIHJF00864022",1,2,2024,3,1,45,4,1,1,31,"Varón",0,45,"Media"
"TQRMNOPPTHJNKPCDEGGFB00866729",1,1,2024,3,1,64,3,1,1,10,"Varón",0,64,"Baja"
"TQSMNOSUYHMNKTCDEHPJB00811519",1,2,2024,3,2,42,5,2,1,29,"Mujer",1,42,"Media"
"TQRMNOSQVHMMKSCDEGGFB00867030",1,1,2024,3,2,30,4,1,1,10,"Mujer",0,30,"Media"
"TQRMNOTTRHKOKTCDEFJAH00869619",1,2,2024,3,2,44,6,1,1,3,"Mujer",0,44,"Alta"
"TQRMNOSXQHJLMTCDEIJAH00866128",1,1,2024,3,2,61,6,1,1,33,"Mujer",0,61,"Alta"
"TQRMNORPQHMOLQCDEGNFJ00810449",1,1,2024,3,2,57,2,2,1,17,"Mujer",1,57,"Baja"
"TQRMNOSVQHKOLPCDEFOCD00872155",1,3,2024,3,1,21,3,2,1,8,"Varón",1,21,"Baja"
"TQRMNOPXRHMMKMCDEIJAH00855447",1,3,2024,3,2,52,4,1,1,33,"Mujer",0,52,"Media"
"TQRMNOPYQHKLKTCDEGOIH00867752",1,5,2024,3,2,59,6,1,1,18,"Mujer",0,59,"Alta"
"TQRMNOQUQHKOKOCDEIKAH00871252",1,1,2024,3,2,47,6,1,1,34,"Mujer",0,47,"Alta"
"TQRMNOTWVHMOKRCDEGKDB00810132",1,1,2024,3,1,36,5,1,1,14,"Varón",0,36,"Media"
"TQRMNOQUWHMNMLCDEIIAD00871394",1,2,2024,3,1,40,6,1,1,32,"Varón",0,40,"Alta"
"TQRMNOSWUHJOLLCDEHGHJ00864065",1,2,2024,3,2,20,5,2,1,20,"Mujer",1,20,"Media"
"TQRMNORWRHKOLNCDEHMHF00868867",1,2,2024,3,1,59,3,2,1,26,"Varón",1,59,"Baja"
"TQRMNORVXHLNMMCDEGGFB00809659",1,1,2024,3,2,47,5,2,1,10,"Mujer",1,47,"Media"
"TQRMNORUQHKMLNCDEFKID00868053",1,2,2024,3,1,44,5,1,1,4,"Varón",0,44,"Media"
"TQRMNOTTYHMLLLCDEHLEH00811152",2,1,2024,3,1,31,6,1,1,25,"Varón",0,31,"Alta"
"TQRMNOSUQHJOLQCDEHPJB00866069",1,3,2024,3,1,34,3,2,1,29,"Varón",1,34,"Baja"
"TQRMNORQPHMOLMCDEHLEH00811095",1,6,2024,3,2,19,4,2,1,25,"Mujer",1,19,"Media"
"TQRMNOQSXHMOLPCDEGNFJ00810354",1,4,2024,3,1,29,4,1,1,17,"Varón",0,29,"Media"
"TQRMNOTPWHJOKNCDEFIAH00864023",1,1,2024,3,2,57,4,1,1,2,"Mujer",0,57,"Media"
"TQRMNOYQWHMOLRCDEIJAH00812254",1,3,2024,3,2,20,4,2,1,33,"Mujer",1,20,"Media"
"TQRMNOSSWHKMKNCDEGKDB00867446",1,1,2024,3,1,37,4,1,1,14,"Varón",0,37,"Media"
"TQRMNOQSVHMNKQCDEGJBF00810045",1,3,2024,3,2,35,6,1,1,13,"Mujer",0,35,"Alta"
"TQRMNOPPWHJLPLCDEIJAH00867264",1,1,2024,3,2,42,6,1,1,33,"Mujer",0,42,"Alta"
"TQRMNOQXYHMMLNCDEFNFF00809373",1,1,2024,3,2,50,6,1,1,7,"Mujer",0,50,"Alta"
"TQRMNOPRQHLOLTCDEFJAH00803507",1,2,2024,3,2,49,6,1,1,3,"Mujer",0,49,"Alta"
"TQRMNOQWTHKKKNCDEGGFB00867052",1,2,2024,3,1,38,6,1,1,10,"Varón",0,38,"Alta"
"TQRMNORQTHKKKOCDEGGFB00869299",1,4,2024,3,1,20,4,1,1,10,"Varón",0,20,"Media"
"TQRMNOQWVHKKMSCDEIIAD00867655",1,1,2024,3,1,37,5,1,1,32,"Varón",0,37,"Media"
"TQRMNOQPSHMMKPCDEIHJF00867739",1,1,2024,3,1,32,4,1,1,31,"Varón",0,32,"Media"
"TQRMNOQXSHJOKQCDEGOIH00865270",1,3,2024,3,1,29,4,2,1,18,"Varón",1,29,"Media"
"TQRMNORXTHJOKMCDEFOCD00865074",1,3,2024,3,1,28,4,2,1,8,"Varón",1,28,"Media"
"TQRMNOSPWHJOKOCDEGKDB00863502",1,4,2024,3,1,27,3,2,1,14,"Varón",1,27,"Baja"
"TQRMNOSQRHJNLOCDEFOCD00866404",1,1,2024,3,1,31,3,1,1,8,"Varón",0,31,"Baja"
"TQRMNOPVTHKOLOCDEFOCD00872474",1,2,2024,3,1,42,3,2,1,8,"Varón",1,42,"Baja"
"TQRMNOQRUHMMOLCDEIIAD00811996",1,1,2024,3,1,58,5,1,1,32,"Varón",0,58,"Media"
"TQRMNOTPRHLMLOCDEFJAH00803488",1,1,2024,3,2,38,6,1,1,3,"Mujer",0,38,"Alta"
"TQRMNOPVYHJMKRCDEIJAH00862945",1,1,2024,3,2,28,5,1,1,33,"Mujer",0,28,"Media"
"TQRMNOPWPHLKPLCDEIJAH00807585",1,1,2024,3,2,46,6,1,1,33,"Mujer",0,46,"Alta"
"TQRMNOQQUHMOKUCDEOHCH00813266",1,1,2024,3,1,29,6,1,1,91,"Varón",0,29,"Alta"
"TQRMNORTRHLOKMCDEFKID00803714",1,3,2024,3,2,19,4,2,1,4,"Mujer",1,19,"Media"
"TQRMNOTUQHKMLLCDEHIBB00871885",1,2,2024,3,2,41,6,1,1,22,"Mujer",0,41,"Alta"
"TQSMNORVSHMNLNCDEGGFB00809667",1,1,2024,3,1,44,2,1,1,10,"Varón",0,44,"Baja"
"TQRMNOSWSHLKMQCDEIIAD00806872",1,2,2024,3,1,40,3,2,1,32,"Varón",1,40,"Baja"
"TQRMNOTTXHMMLLCDEIJAH00812279",1,2,2024,3,2,24,5,2,1,33,"Mujer",1,24,"Media"
"TQRMNOPRUHJMKUCDEGLDF00863455",1,1,2024,3,1,51,6,1,1,15,"Varón",0,51,"Alta"
"TQRMNOPSTHKOLOCDEFIAH00871312",1,1,2024,3,2,25,4,2,1,2,"Mujer",1,25,"Media"
"TQRMNORURHKMLNCDEGIBJ00872076",1,1,2024,3,2,48,4,1,1,12,"Mujer",0,48,"Media"
"TQRMNOSVSHJNKSCDEOJAH00865520",1,2,2024,3,1,34,4,1,1,93,"Varón",0,34,"Media"
"TQRMNOQRQHKNKNCDEIMBF00867641",1,2,2024,3,1,33,1,1,1,36,"Varón",0,33,"Baja"
"TQRMNOPVTHKMKPCDEHGHJ00867282",1,1,2024,3,2,47,6,1,1,20,"Mujer",0,47,"Alta"
"TQRMNORYQHKMLOCDEHPJB00868140",1,1,2024,3,2,27,5,1,1,29,"Mujer",0,27,"Media"
"TQRMNOQTQHJMKSCDEGJBF00862297",1,2,2024,3,1,41,6,1,1,13,"Varón",0,41,"Alta"
"TQRMNORURHMNLLCDEFPCH00809572",1,3,2024,3,2,27,5,2,1,9,"Mujer",1,27,"Media"
"TQRMNORWYHMOKMCDEHGHJ00810762",1,2,2024,3,1,39,4,1,1,20,"Varón",0,39,"Media"
"TQRMNOVPXHJOKRCDEGOIH00862772",1,1,2024,3,1,45,5,1,1,18,"Varón",0,45,"Media"
"TQRMNOPTUHKNKPCDEIHJF00870447",1,1,2024,3,2,24,4,1,1,31,"Mujer",0,24,"Media"
"TQRMNORSPHKNLMCDEOJAH00867133",1,1,2024,3,2,47,3,2,1,93,"Mujer",1,47,"Baja"
"TQRMNOQTUHLMKQCDEFNFF00804137",1,1,2024,3,2,61,6,1,1,7,"Mujer",0,61,"Alta"
"TQSMNORWSHJNLRCDEGGFB00867310",1,1,2024,3,2,23,4,1,1,10,"Mujer",0,23,"Media"
"TQRMNORTQHJNLOCDEGLDF00862516",1,1,2024,3,1,29,3,2,1,15,"Varón",1,29,"Baja"
"TQRMNOSUXHMMLOCDEFNFF00852241",1,1,2024,3,1,21,3,1,1,7,"Varón",0,21,"Baja"
"TQRMNOQRVHJLLMCDEGIBJ00863168",1,1,2024,3,1,54,6,1,1,12,"Varón",0,54,"Alta"
"TQRMNOQVSHJMLQCDEGPDJ00865110",1,3,2024,3,2,30,5,1,1,19,"Mujer",0,30,"Media"
"TQRMNOUVWHKLRNCDEIJAH00868021",1,1,2024,3,1,41,6,1,1,33,"Varón",0,41,"Alta"
"TQRMNOQUPHJMKMCDEHMHF00866784",1,2,2024,3,2,45,6,1,1,26,"Mujer",0,45,"Alta"
"TQRMNOPVQHLMMMCDEFKID00808984",1,2,2024,3,2,53,6,2,1,4,"Mujer",1,53,"Alta"
"TQRMNOPRPHJMKQCDEHMHF00865731",1,2,2024,3,2,26,3,2,1,26,"Mujer",1,26,"Baja"
"TQRMNORXWHJMLPCDEIKAH00862027",2,1,2024,3,1,27,5,1,1,34,"Varón",0,27,"Media"
"TQRMNOSUPHJOKOCDEGJBF00861908",1,1,2024,3,1,28,1,2,1,13,"Varón",1,28,"Baja"
"TQUMNOPSWHLOLNCDEGKDB00872468",1,1,2024,3,1,36,4,1,1,14,"Varón",0,36,"Media"
"TQRMNORTQHMMPPCDEIJAH00812784",1,3,2024,3,2,23,5,2,1,33,"Mujer",1,23,"Media"
"TQRMNORSUHJOLPCDEFMDB00865680",1,1,2024,3,1,38,4,1,1,6,"Varón",0,38,"Media"
"TQRMNOQWTHJLKQCDEHLEH00870992",1,2,2024,3,1,53,5,1,1,25,"Varón",0,53,"Media"
"TQRMNOPVSHLNKNCDEHMHF00806275",1,2,2024,3,1,28,5,2,1,26,"Varón",1,28,"Media"
"TQRMNORXWHKKKNCDEIHJF00871556",1,2,2024,3,1,45,4,1,1,31,"Varón",0,45,"Media"
"TQRMNOPVTHKOLOCDEFOCD00872474",1,1,2024,3,2,36,2,2,1,8,"Mujer",1,36,"Baja"
"TQRMNORQVHKKMMCDEIIAD00866951",1,2,2024,3,2,22,4,2,1,32,"Mujer",1,22,"Media"
"TQRMNOSPYHLMKMCDEGJBF00804954",2,2,2024,3,2,39,4,1,1,13,"Mujer",0,39,"Media"
"TQRMNOPVSHLMKQCDEFLID00803922",1,2,2024,3,1,44,4,1,1,5,"Varón",0,44,"Media"
"TQRMNOTQQHJOLQCDEFIAH00867476",1,1,2024,3,2,29,6,1,1,2,"Mujer",0,29,"Alta"
"TQSMNOSRSHJMLQCDEFKID00862204",1,2,2024,3,2,26,6,2,1,4,"Mujer",1,26,"Alta"
"TQRMNOSRQHLOKSCDEGPDJ00805590",1,3,2024,3,2,35,4,1,1,19,"Mujer",0,35,"Media"
"TQRMNOSVYHKOTNCDEIJAH00871285",1,2,2024,3,1,24,4,1,1,33,"Varón",0,24,"Media"
"TQRMNOPRYHMMNLCDEIJAH00812438",1,2,2024,3,2,59,4,1,1,33,"Mujer",0,59,"Media"
"TQRMNOSTTHLKKNCDEHLEH00806131",1,2,2024,3,2,45,4,1,1,25,"Mujer",0,45,"Media"
"TQRMNOPSRHJOLOCDEHNHB00865813",1,1,2024,3,1,31,6,1,1,27,"Varón",0,31,"Alta"
"TQRMNOPWQHMOKRCDEFNFF00809315",1,1,2024,3,2,50,2,2,1,7,"Mujer",1,50,"Baja"
"TQRMNOPQVHLMLOCDEHMHF00806287",1,1,2024,3,2,55,4,2,1,26,"Mujer",1,55,"Media"
"TQRMNOPPVHJKKPCDEHIBB00864372",1,2,2024,3,2,47,4,1,1,22,"Mujer",0,47,"Media"
"TQRMNOURVHLOKRCDEIHJF00806749",1,1,2024,3,2,46,5,2,1,31,"Mujer",1,46,"Media"
"TQRMNORSXHJKLNCDEIJAH00871491",1,2,2024,3,1,26,5,2,1,33,"Varón",1,26,"Media"
"TQRMNOSWUHKOKSCDEGKDB00870395",1,4,2024,3,2,32,4,2,1,14,"Mujer",1,32,"Media"
"TQRMNOWYPHKOLQCDEGIBJ00872115",1,2,2024,3,2,50,3,2,1,12,"Mujer",1,50,"Baja"
"TQRMNOPVSHLNKNCDEHMHF00806275",1,1,2024,3,2,63,6,2,1,26,"Mujer",1,63,"Alta"
"TQRMNORUVHMKTMCDEIJAH00812464",1,3,2024,3,2,36,4,1,1,33,"Mujer",0,36,"Media"
"TQRMNOTPSHMOMOCDEFKID00808845",1,1,2024,3,2,37,1,2,1,4,"Mujer",1,37,"Baja"
"TQRMNOPXQHLKMOCDEIIAD00807052",1,1,2024,3,2,44,4,1,1,32,"Mujer",0,44,"Media"
"TQRMNOSRQHJOMLCDEHPJB00863570",1,1,2024,3,1,43,6,1,1,29,"Varón",0,43,"Alta"
"TQRMNOTTXHLOLRCDEFIAH00803292",1,1,2024,3,2,58,4,1,1,2,"Mujer",0,58,"Media"
"TQRMNOPVRHLNLPCDEGIBJ00804776",1,1,2024,3,1,48,2,1,1,12,"Varón",0,48,"Baja"
"TQSMNOPVPHJOKPCDEGLDF00865788",1,1,2024,3,2,35,4,1,1,15,"Mujer",0,35,"Media"
"TQRMNOTXVHKOTNCDEIJAH00869843",1,1,2024,3,1,38,3,1,1,33,"Varón",0,38,"Baja"
"TQRMNOUYQHLMKTCDEIMBF00808136",1,2,2024,3,1,26,6,1,1,36,"Varón",0,26,"Alta"
"TQRMNOUYUHLOLQCDEGIBJ00804703",1,2,2024,3,1,32,4,2,1,12,"Varón",1,32,"Media"
"TQRMNOQYSHMMKRCDEHJGH00811008",1,3,2024,3,2,40,4,1,1,23,"Mujer",0,40,"Media"
"TQRMNOQQUHKOKSCDEIOAH00871862",1,2,2024,3,2,48,2,2,1,38,"Mujer",1,48,"Baja"
"TQRMNOSPVHJNNTCDEIIAD00862151",1,1,2024,3,1,42,6,1,1,32,"Varón",0,42,"Alta"
"TQRMNOSVWHKMKOCDEHJGH00867329",1,3,2024,3,1,36,4,2,1,23,"Varón",1,36,"Media"
"TQRMNOQVWHMNLNCDEGLDF00810297",1,3,2024,3,1,30,4,1,1,15,"Varón",0,30,"Media"
"TQRMNOPRRHMOKNCDEGIBJ00809824",1,1,2024,3,1,49,2,2,1,12,"Varón",1,49,"Baja"
"TQRMNOPPWHMKKPCDEIJAH00855252",1,1,2024,3,2,50,6,1,1,33,"Mujer",0,50,"Alta"
"TQRMNOQVXHJLLNCDEFOCD00862122",1,2,2024,3,2,49,6,1,1,8,"Mujer",0,49,"Alta"
"TQRMNOPTPHMOKUCDEFOCD00809509",1,2,2024,3,1,48,2,1,1,8,"Varón",0,48,"Baja"
